FrameCnt,Datetime,latitude,longitude,rel_alt,abs_alt,iso,shutter,fnum,ev,color_md,focal_len,ct
1,2024-06-14 20:15:47.042,36.173614,-75.757335,5.300,23.057,100,1/320.0,1.7,0,,24.00,5746
2,2024-06-14 20:15:47.060,36.173614,-75.757335,5.300,23.057,100,1/320.0,1.7,0,,24.00,5746
3,2024-06-14 20:15:47.076,36.173614,-75.757335,5.300,23.057,100,1/320.0,1.7,0,,24.00,5746
4,2024-06-14 20:15:47.094,36.173614,-75.757335,5.300,23.057,100,1/320.0,1.7,0,,24.00,5746
5,2024-06-14 20:15:47.109,36.173614,-75.757335,5.300,23.057,100,1/320.0,1.7,0,,24.00,5745
6,2024-06-14 20:15:47.128,36.173614,-75.757335,5.300,23.057,100,1/320.0,1.7,0,,24.00,5745
7,2024-06-14 20:15:47.144,36.173614,-75.757335,5.300,23.057,100,1/320.0,1.7,0,,24.00,5745
8,2024-06-14 20:15:47.161,36.173614,-75.757335,5.600,23.357,100,1/320.0,1.7,0,,24.00,5745
9,2024-06-14 20:15:47.176,36.173614,-75.757335,5.600,23.357,100,1/320.0,1.7,0,,24.00,5745
10,2024-06-14 20:15:47.195,36.173614,-75.757335,5.600,23.357,100,1/320.0,1.7,0,,24.00,5745
11,2024-06-14 20:15:47.209,36.173614,-75.757335,5.600,23.357,100,1/320.0,1.7,0,,24.00,5744
12,2024-06-14 20:15:47.228,36.173614,-75.757335,5.600,23.357,100,1/320.0,1.7,0,,24.00,5744
13,2024-06-14 20:15:47.243,36.173614,-75.757335,5.800,23.557,100,1/320.0,1.7,0,,24.00,5744
14,2024-06-14 20:15:47.259,36.173614,-75.757335,5.800,23.557,100,1/320.0,1.7,0,,24.00,5744
15,2024-06-14 20:15:47.276,36.173614,-75.757335,5.800,23.557,100,1/320.0,1.7,0,,24.00,5744
16,2024-06-14 20:15:47.295,36.173614,-75.757335,5.800,23.557,100,1/320.0,1.7,0,,24.00,5744
17,2024-06-14 20:15:47.309,36.173614,-75.757335,5.800,23.557,100,1/320.0,1.7,0,,24.00,5744
18,2024-06-14 20:15:47.329,36.173614,-75.757335,5.800,23.557,100,1/320.0,1.7,0,,24.00,5744
19,2024-06-14 20:15:47.343,36.173614,-75.757335,6.000,23.757,100,1/320.0,1.7,0,,24.00,5744
20,2024-06-14 20:15:47.362,36.173614,-75.757335,6.000,23.757,100,1/320.0,1.7,0,,24.00,5744
21,2024-06-14 20:15:47.376,36.173614,-75.757335,6.000,23.757,100,1/320.0,1.7,0,,24.00,5744
22,2024-06-14 20:15:47.394,36.173614,-75.757335,6.000,23.757,100,1/320.0,1.7,0,,24.00,5744
23,2024-06-14 20:15:47.409,36.173614,-75.757335,6.000,23.757,100,1/320.0,1.7,0,,24.00,5744
24,2024-06-14 20:15:47.427,36.173614,-75.757335,6.000,23.757,100,1/320.0,1.7,0,,24.00,5744
25,2024-06-14 20:15:47.443,36.173614,-75.757335,6.200,23.957,100,1/320.0,1.7,0,,24.00,5744
26,2024-06-14 20:15:47.459,36.173614,-75.757335,6.200,23.957,100,1/320.0,1.7,0,,24.00,5744
27,2024-06-14 20:15:47.476,36.173614,-75.757335,6.200,23.957,100,1/320.0,1.7,0,,24.00,5744
28,2024-06-14 20:15:47.495,36.173614,-75.757335,6.200,23.957,100,1/320.0,1.7,0,,24.00,5744
29,2024-06-14 20:15:47.509,36.173614,-75.757335,6.200,23.957,100,1/320.0,1.7,0,,24.00,5744
30,2024-06-14 20:15:47.526,36.173614,-75.757335,6.200,23.957,100,1/320.0,1.7,0,,24.00,5744
31,2024-06-14 20:15:47.543,36.173614,-75.757335,6.300,24.057,100,1/320.0,1.7,0,,24.00,5744
32,2024-06-14 20:15:47.562,36.173614,-75.757335,6.300,24.057,100,1/320.0,1.7,0,,24.00,5744
33,2024-06-14 20:15:47.576,36.173614,-75.757335,6.300,24.057,100,1/320.0,1.7,0,,24.00,5744
34,2024-06-14 20:15:47.595,36.173614,-75.757335,6.300,24.057,100,1/320.0,1.7,0,,24.00,5744
35,2024-06-14 20:15:47.609,36.173614,-75.757335,6.300,24.057,100,1/320.0,1.7,0,,24.00,5744
36,2024-06-14 20:15:47.629,36.173614,-75.757335,6.300,24.057,100,1/320.0,1.7,0,,24.00,5744
37,2024-06-14 20:15:47.643,36.173615,-75.757336,6.400,24.157,100,1/320.0,1.7,0,,24.00,5744
38,2024-06-14 20:15:47.662,36.173615,-75.757336,6.400,24.157,100,1/320.0,1.7,0,,24.00,5744
39,2024-06-14 20:15:47.676,36.173615,-75.757336,6.400,24.157,100,1/320.0,1.7,0,,24.00,5744
40,2024-06-14 20:15:47.695,36.173615,-75.757336,6.400,24.157,100,1/320.0,1.7,0,,24.00,5744
41,2024-06-14 20:15:47.710,36.173615,-75.757336,6.400,24.157,100,1/320.0,1.7,0,,24.00,5744
42,2024-06-14 20:15:47.729,36.173615,-75.757336,6.400,24.157,100,1/320.0,1.7,0,,24.00,5744
43,2024-06-14 20:15:47.743,36.173615,-75.757336,6.400,24.157,100,1/320.0,1.7,0,,24.00,5744
44,2024-06-14 20:15:47.762,36.173615,-75.757336,6.400,24.157,100,1/320.0,1.7,0,,24.00,5744
45,2024-06-14 20:15:47.776,36.173615,-75.757336,6.400,24.157,100,1/320.0,1.7,0,,24.00,5744
46,2024-06-14 20:15:47.796,36.173615,-75.757336,6.400,24.157,100,1/320.0,1.7,0,,24.00,5744
47,2024-06-14 20:15:47.810,36.173615,-75.757336,6.400,24.157,100,1/320.0,1.7,0,,24.00,5744
48,2024-06-14 20:15:47.829,36.173615,-75.757336,6.400,24.157,100,1/320.0,1.7,0,,24.00,5744
49,2024-06-14 20:15:47.843,36.173615,-75.757336,6.500,24.257,100,1/320.0,1.7,0,,24.00,5744
50,2024-06-14 20:15:47.861,36.173615,-75.757336,6.500,24.257,100,1/320.0,1.7,0,,24.00,5744
51,2024-06-14 20:15:47.877,36.173615,-75.757336,6.500,24.257,100,1/320.0,1.7,0,,24.00,5744
52,2024-06-14 20:15:47.896,36.173615,-75.757336,6.500,24.257,100,1/320.0,1.7,0,,24.00,5744
53,2024-06-14 20:15:47.910,36.173615,-75.757336,6.500,24.257,100,1/320.0,1.7,0,,24.00,5744
54,2024-06-14 20:15:47.928,36.173615,-75.757336,6.500,24.257,100,1/320.0,1.7,0,,24.00,5744
55,2024-06-14 20:15:47.943,36.173615,-75.757336,6.500,24.257,100,1/320.0,1.7,0,,24.00,5744
56,2024-06-14 20:15:47.962,36.173615,-75.757336,6.500,24.257,100,1/320.0,1.7,0,,24.00,5744
57,2024-06-14 20:15:47.977,36.173615,-75.757336,6.500,24.257,100,1/320.0,1.7,0,,24.00,5744
58,2024-06-14 20:15:47.996,36.173615,-75.757336,6.500,24.257,100,1/320.0,1.7,0,,24.00,5744
59,2024-06-14 20:15:48.010,36.173615,-75.757336,6.500,24.257,100,1/320.0,1.7,0,,24.00,5744
60,2024-06-14 20:15:48.027,36.173615,-75.757336,6.500,24.257,100,1/320.0,1.7,0,,24.00,5744
61,2024-06-14 20:15:48.043,36.173615,-75.757336,6.500,24.257,100,1/320.0,1.7,0,,24.00,5744
62,2024-06-14 20:15:48.062,36.173615,-75.757336,6.500,24.257,100,1/320.0,1.7,0,,24.00,5744
63,2024-06-14 20:15:48.077,36.173615,-75.757336,6.500,24.257,100,1/320.0,1.7,0,,24.00,5744
64,2024-06-14 20:15:48.094,36.173615,-75.757336,6.500,24.257,100,1/320.0,1.7,0,,24.00,5744
65,2024-06-14 20:15:48.110,36.173615,-75.757336,6.500,24.257,100,1/320.0,1.7,0,,24.00,5744
66,2024-06-14 20:15:48.128,36.173615,-75.757336,6.500,24.257,100,1/320.0,1.7,0,,24.00,5744
67,2024-06-14 20:15:48.143,36.173615,-75.757336,6.500,24.257,100,1/320.0,1.7,0,,24.00,5744
68,2024-06-14 20:15:48.162,36.173615,-75.757336,6.500,24.257,100,1/320.0,1.7,0,,24.00,5744
69,2024-06-14 20:15:48.177,36.173615,-75.757336,6.500,24.257,100,1/320.0,1.7,0,,24.00,5743
70,2024-06-14 20:15:48.196,36.173615,-75.757336,6.500,24.257,100,1/320.0,1.7,0,,24.00,5743
71,2024-06-14 20:15:48.210,36.173615,-75.757336,6.500,24.257,100,1/320.0,1.7,0,,24.00,5743
72,2024-06-14 20:15:48.229,36.173615,-75.757336,6.500,24.257,100,1/320.0,1.7,0,,24.00,5743
73,2024-06-14 20:15:48.243,36.173616,-75.757337,6.500,24.257,100,1/320.0,1.7,0,,24.00,5743
74,2024-06-14 20:15:48.262,36.173616,-75.757337,6.500,24.257,100,1/320.0,1.7,0,,24.00,5743
75,2024-06-14 20:15:48.277,36.173616,-75.757337,6.500,24.257,100,1/320.0,1.7,0,,24.00,5743
76,2024-06-14 20:15:48.295,36.173616,-75.757337,6.500,24.257,100,1/320.0,1.7,0,,24.00,5743
77,2024-06-14 20:15:48.310,36.173616,-75.757337,6.500,24.257,100,1/320.0,1.7,0,,24.00,5743
78,2024-06-14 20:15:48.327,36.173616,-75.757337,6.500,24.257,100,1/320.0,1.7,0,,24.00,5743
79,2024-06-14 20:15:48.344,36.173616,-75.757337,6.500,24.257,100,1/320.0,1.7,0,,24.00,5743
80,2024-06-14 20:15:48.362,36.173616,-75.757337,6.500,24.257,100,1/320.0,1.7,0,,24.00,5743
81,2024-06-14 20:15:48.377,36.173616,-75.757337,6.500,24.257,100,1/320.0,1.7,0,,24.00,5743
82,2024-06-14 20:15:48.396,36.173616,-75.757337,6.500,24.257,100,1/320.0,1.7,0,,24.00,5743
83,2024-06-14 20:15:48.410,36.173616,-75.757337,6.500,24.257,100,1/320.0,1.7,0,,24.00,5742
84,2024-06-14 20:15:48.429,36.173616,-75.757337,6.500,24.257,100,1/320.0,1.7,0,,24.00,5742
85,2024-06-14 20:15:48.444,36.173616,-75.757337,6.500,24.257,100,1/320.0,1.7,0,,24.00,5742
86,2024-06-14 20:15:48.463,36.173616,-75.757337,6.500,24.257,100,1/320.0,1.7,0,,24.00,5742
87,2024-06-14 20:15:48.477,36.173616,-75.757337,6.500,24.257,100,1/320.0,1.7,0,,24.00,5742
88,2024-06-14 20:15:48.497,36.173616,-75.757337,6.500,24.257,100,1/320.0,1.7,0,,24.00,5742
89,2024-06-14 20:15:48.511,36.173616,-75.757337,6.500,24.257,100,1/320.0,1.7,0,,24.00,5742
90,2024-06-14 20:15:48.529,36.173616,-75.757337,6.500,24.257,100,1/320.0,1.7,0,,24.00,5742
91,2024-06-14 20:15:48.544,36.173616,-75.757337,6.500,24.257,100,1/320.0,1.7,0,,24.00,5741
92,2024-06-14 20:15:48.563,36.173616,-75.757337,6.500,24.257,100,1/320.0,1.7,0,,24.00,5741
93,2024-06-14 20:15:48.577,36.173616,-75.757337,6.500,24.257,100,1/320.0,1.7,0,,24.00,5741
94,2024-06-14 20:15:48.595,36.173616,-75.757337,6.500,24.257,100,1/320.0,1.7,0,,24.00,5741
95,2024-06-14 20:15:48.610,36.173616,-75.757337,6.500,24.257,100,1/320.0,1.7,0,,24.00,5741
96,2024-06-14 20:15:48.629,36.173616,-75.757337,6.500,24.257,100,1/320.0,1.7,0,,24.00,5741
97,2024-06-14 20:15:48.644,36.173616,-75.757337,6.500,24.257,100,1/320.0,1.7,0,,24.00,5741
98,2024-06-14 20:15:48.662,36.173616,-75.757337,6.500,24.257,100,1/320.0,1.7,0,,24.00,5741
99,2024-06-14 20:15:48.677,36.173616,-75.757337,6.500,24.257,100,1/320.0,1.7,0,,24.00,5742
100,2024-06-14 20:15:48.695,36.173616,-75.757337,6.500,24.257,100,1/320.0,1.7,0,,24.00,5742
101,2024-06-14 20:15:48.711,36.173616,-75.757337,6.500,24.257,100,1/320.0,1.7,0,,24.00,5742
102,2024-06-14 20:15:48.728,36.173616,-75.757337,6.500,24.257,100,1/320.0,1.7,0,,24.00,5742
103,2024-06-14 20:15:48.744,36.173616,-75.757337,6.500,24.257,100,1/320.0,1.7,0,,24.00,5743
104,2024-06-14 20:15:48.763,36.173616,-75.757337,6.500,24.257,100,1/320.0,1.7,0,,24.00,5743
105,2024-06-14 20:15:48.777,36.173616,-75.757337,6.500,24.257,100,1/320.0,1.7,0,,24.00,5743
106,2024-06-14 20:15:48.795,36.173616,-75.757337,6.500,24.257,100,1/320.0,1.7,0,,24.00,5743
107,2024-06-14 20:15:48.811,36.173616,-75.757337,6.500,24.257,100,1/320.0,1.7,0,,24.00,5743
108,2024-06-14 20:15:48.829,36.173616,-75.757337,6.500,24.257,100,1/320.0,1.7,0,,24.00,5743
109,2024-06-14 20:15:48.844,36.173616,-75.757337,6.500,24.257,100,1/320.0,1.7,0,,24.00,5743
110,2024-06-14 20:15:48.863,36.173616,-75.757337,6.500,24.257,100,1/320.0,1.7,0,,24.00,5743
111,2024-06-14 20:15:48.877,36.173616,-75.757337,6.500,24.257,100,1/320.0,1.7,0,,24.00,5743
112,2024-06-14 20:15:48.895,36.173616,-75.757337,6.500,24.257,100,1/320.0,1.7,0,,24.00,5743
113,2024-06-14 20:15:48.911,36.173616,-75.757337,6.500,24.257,100,1/320.0,1.7,0,,24.00,5743
114,2024-06-14 20:15:48.929,36.173616,-75.757337,6.500,24.257,100,1/320.0,1.7,0,,24.00,5743
115,2024-06-14 20:15:48.944,36.173616,-75.757337,6.500,24.257,100,1/320.0,1.7,0,,24.00,5743
116,2024-06-14 20:15:48.963,36.173616,-75.757337,6.500,24.257,100,1/320.0,1.7,0,,24.00,5743
117,2024-06-14 20:15:48.978,36.173616,-75.757337,6.500,24.257,100,1/320.0,1.7,0,,24.00,5743
118,2024-06-14 20:15:48.994,36.173616,-75.757337,6.500,24.257,100,1/320.0,1.7,0,,24.00,5743
119,2024-06-14 20:15:49.011,36.173616,-75.757337,6.500,24.257,100,1/320.0,1.7,0,,24.00,5743
120,2024-06-14 20:15:49.029,36.173616,-75.757337,6.500,24.257,100,1/320.0,1.7,0,,24.00,5743
121,2024-06-14 20:15:49.044,36.173616,-75.757336,6.500,24.257,100,1/320.0,1.7,0,,24.00,5743
122,2024-06-14 20:15:49.063,36.173616,-75.757336,6.500,24.257,100,1/320.0,1.7,0,,24.00,5743
123,2024-06-14 20:15:49.078,36.173616,-75.757336,6.500,24.257,100,1/320.0,1.7,0,,24.00,5742
124,2024-06-14 20:15:49.096,36.173616,-75.757336,6.500,24.257,100,1/320.0,1.7,0,,24.00,5742
125,2024-06-14 20:15:49.111,36.173616,-75.757336,6.500,24.257,100,1/320.0,1.7,0,,24.00,5741
126,2024-06-14 20:15:49.130,36.173616,-75.757336,6.500,24.257,100,1/320.0,1.7,0,,24.00,5741
127,2024-06-14 20:15:49.144,36.173616,-75.757336,6.500,24.257,100,1/320.0,1.7,0,,24.00,5740
128,2024-06-14 20:15:49.163,36.173616,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5740
129,2024-06-14 20:15:49.178,36.173616,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5740
130,2024-06-14 20:15:49.196,36.173616,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5740
131,2024-06-14 20:15:49.211,36.173616,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5739
132,2024-06-14 20:15:49.229,36.173616,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5739
133,2024-06-14 20:15:49.244,36.173616,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5738
134,2024-06-14 20:15:49.263,36.173616,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5738
135,2024-06-14 20:15:49.278,36.173616,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5736
136,2024-06-14 20:15:49.296,36.173616,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5736
137,2024-06-14 20:15:49.313,36.173616,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5735
138,2024-06-14 20:15:49.328,36.173616,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5735
139,2024-06-14 20:15:49.345,36.173616,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5733
140,2024-06-14 20:15:49.363,36.173616,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5733
141,2024-06-14 20:15:49.378,36.173616,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5731
142,2024-06-14 20:15:49.397,36.173616,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5731
143,2024-06-14 20:15:49.411,36.173616,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5729
144,2024-06-14 20:15:49.430,36.173616,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5729
145,2024-06-14 20:15:49.445,36.173616,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5726
146,2024-06-14 20:15:49.463,36.173616,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5726
147,2024-06-14 20:15:49.478,36.173616,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5723
148,2024-06-14 20:15:49.497,36.173616,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5723
149,2024-06-14 20:15:49.512,36.173616,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5720
150,2024-06-14 20:15:49.530,36.173616,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5720
151,2024-06-14 20:15:49.545,36.173616,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5716
152,2024-06-14 20:15:49.565,36.173616,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5716
153,2024-06-14 20:15:49.579,36.173616,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5712
154,2024-06-14 20:15:49.596,36.173616,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5712
155,2024-06-14 20:15:49.612,36.173616,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5707
156,2024-06-14 20:15:49.630,36.173616,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5707
157,2024-06-14 20:15:49.645,36.173617,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5703
158,2024-06-14 20:15:49.664,36.173617,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5703
159,2024-06-14 20:15:49.678,36.173617,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5698
160,2024-06-14 20:15:49.698,36.173617,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5698
161,2024-06-14 20:15:49.712,36.173617,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5693
162,2024-06-14 20:15:49.731,36.173617,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5693
163,2024-06-14 20:15:49.745,36.173617,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5688
164,2024-06-14 20:15:49.764,36.173617,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5688
165,2024-06-14 20:15:49.778,36.173617,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5684
166,2024-06-14 20:15:49.795,36.173617,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5684
167,2024-06-14 20:15:49.812,36.173617,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5679
168,2024-06-14 20:15:49.829,36.173617,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5679
169,2024-06-14 20:15:49.845,36.173617,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5675
170,2024-06-14 20:15:49.864,36.173617,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5675
171,2024-06-14 20:15:49.879,36.173617,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5670
172,2024-06-14 20:15:49.897,36.173617,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5670
173,2024-06-14 20:15:49.912,36.173617,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5665
174,2024-06-14 20:15:49.930,36.173617,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5665
175,2024-06-14 20:15:49.945,36.173617,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5661
176,2024-06-14 20:15:49.962,36.173617,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5661
177,2024-06-14 20:15:49.979,36.173617,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5656
178,2024-06-14 20:15:49.997,36.173617,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5656
179,2024-06-14 20:15:50.012,36.173617,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5652
180,2024-06-14 20:15:50.031,36.173617,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5652
181,2024-06-14 20:15:50.045,36.173617,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5648
182,2024-06-14 20:15:50.064,36.173617,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5648
183,2024-06-14 20:15:50.079,36.173617,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5644
184,2024-06-14 20:15:50.098,36.173617,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5644
185,2024-06-14 20:15:50.112,36.173617,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5640
186,2024-06-14 20:15:50.129,36.173617,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5640
187,2024-06-14 20:15:50.145,36.173617,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5636
188,2024-06-14 20:15:50.164,36.173617,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5636
189,2024-06-14 20:15:50.179,36.173617,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5632
190,2024-06-14 20:15:50.197,36.173617,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5632
191,2024-06-14 20:15:50.212,36.173617,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5628
192,2024-06-14 20:15:50.231,36.173617,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5628
193,2024-06-14 20:15:50.245,36.173617,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5624
194,2024-06-14 20:15:50.264,36.173617,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5624
195,2024-06-14 20:15:50.279,36.173617,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5620
196,2024-06-14 20:15:50.297,36.173617,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5620
197,2024-06-14 20:15:50.312,36.173617,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5616
198,2024-06-14 20:15:50.331,36.173617,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5616
199,2024-06-14 20:15:50.346,36.173617,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5613
200,2024-06-14 20:15:50.364,36.173617,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5613
201,2024-06-14 20:15:50.379,36.173617,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5610
202,2024-06-14 20:15:50.396,36.173617,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5610
203,2024-06-14 20:15:50.412,36.173617,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5607
204,2024-06-14 20:15:50.431,36.173617,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5607
205,2024-06-14 20:15:50.446,36.173617,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5604
206,2024-06-14 20:15:50.465,36.173617,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5604
207,2024-06-14 20:15:50.479,36.173617,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5601
208,2024-06-14 20:15:50.497,36.173617,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5601
209,2024-06-14 20:15:50.512,36.173617,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5599
210,2024-06-14 20:15:50.531,36.173617,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5599
211,2024-06-14 20:15:50.546,36.173617,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5597
212,2024-06-14 20:15:50.564,36.173617,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5597
213,2024-06-14 20:15:50.579,36.173617,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5594
214,2024-06-14 20:15:50.597,36.173617,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5594
215,2024-06-14 20:15:50.612,36.173617,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5592
216,2024-06-14 20:15:50.631,36.173616,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5592
217,2024-06-14 20:15:50.646,36.173616,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5590
218,2024-06-14 20:15:50.665,36.173616,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5590
219,2024-06-14 20:15:50.679,36.173616,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5587
220,2024-06-14 20:15:50.696,36.173616,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5587
221,2024-06-14 20:15:50.713,36.173616,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5585
222,2024-06-14 20:15:50.731,36.173616,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5585
223,2024-06-14 20:15:50.746,36.173616,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5583
224,2024-06-14 20:15:50.764,36.173616,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5583
225,2024-06-14 20:15:50.780,36.173616,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5581
226,2024-06-14 20:15:50.796,36.173616,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5581
227,2024-06-14 20:15:50.813,36.173616,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5579
228,2024-06-14 20:15:50.831,36.173616,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5579
229,2024-06-14 20:15:50.846,36.173616,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5577
230,2024-06-14 20:15:50.864,36.173616,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5577
231,2024-06-14 20:15:50.879,36.173616,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5575
232,2024-06-14 20:15:50.899,36.173616,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5575
233,2024-06-14 20:15:50.913,36.173616,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5573
234,2024-06-14 20:15:50.931,36.173616,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5573
235,2024-06-14 20:15:50.946,36.173616,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5571
236,2024-06-14 20:15:50.965,36.173616,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5571
237,2024-06-14 20:15:50.979,36.173616,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5569
238,2024-06-14 20:15:50.998,36.173616,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5569
239,2024-06-14 20:15:51.013,36.173616,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5567
240,2024-06-14 20:15:51.032,36.173616,-75.757336,6.500,24.257,100,1/400.0,1.7,0,,24.00,5567
