FrameCnt,Datetime,latitude,longitude,rel_alt,abs_alt,iso,shutter,fnum,ev,color_md,focal_len,ct
656,2024-06-14 20:15:57.972,36.173716,-75.757538,4.300,22.057,100,1/400.0,1.7,0,,24.00,5528
657,2024-06-14 20:15:57.987,36.173716,-75.757538,4.300,22.057,100,1/400.0,1.7,0,,24.00,5528
658,2024-06-14 20:15:58.005,36.173716,-75.757538,4.300,22.057,100,1/400.0,1.7,0,,24.00,5528
659,2024-06-14 20:15:58.020,36.173716,-75.757538,4.300,22.057,100,1/400.0,1.7,0,,24.00,5528
660,2024-06-14 20:15:58.038,36.173717,-75.757541,4.200,21.957,100,1/400.0,1.7,0,,24.00,5528
661,2024-06-14 20:15:58.053,36.173717,-75.757541,4.200,21.957,100,1/400.0,1.7,0,,24.00,5528
662,2024-06-14 20:15:58.073,36.173717,-75.757541,4.200,21.957,100,1/400.0,1.7,0,,24.00,5528
663,2024-06-14 20:15:58.087,36.173717,-75.757541,4.200,21.957,100,1/400.0,1.7,0,,24.00,5528
664,2024-06-14 20:15:58.105,36.173717,-75.757541,4.200,21.957,100,1/400.0,1.7,0,,24.00,5528
665,2024-06-14 20:15:58.120,36.173717,-75.757541,4.200,21.957,100,1/400.0,1.7,0,,24.00,5528
666,2024-06-14 20:15:58.138,36.173718,-75.757544,4.100,21.857,100,1/400.0,1.7,0,,24.00,5528
667,2024-06-14 20:15:58.153,36.173718,-75.757544,4.100,21.857,100,1/400.0,1.7,0,,24.00,5528
668,2024-06-14 20:15:58.172,36.173718,-75.757544,4.100,21.857,100,1/400.0,1.7,0,,24.00,5528
669,2024-06-14 20:15:58.187,36.173718,-75.757544,4.100,21.857,100,1/400.0,1.7,0,,24.00,5528
670,2024-06-14 20:15:58.205,36.173718,-75.757544,4.100,21.857,100,1/400.0,1.7,0,,24.00,5528
671,2024-06-14 20:15:58.220,36.173718,-75.757544,4.100,21.857,100,1/400.0,1.7,0,,24.00,5528
672,2024-06-14 20:15:58.239,36.173719,-75.757546,4.000,21.757,100,1/400.0,1.7,0,,24.00,5528
673,2024-06-14 20:15:58.253,36.173719,-75.757546,4.000,21.757,100,1/400.0,1.7,0,,24.00,5528
674,2024-06-14 20:15:58.272,36.173719,-75.757546,4.000,21.757,100,1/400.0,1.7,0,,24.00,5528
675,2024-06-14 20:15:58.287,36.173719,-75.757546,4.000,21.757,100,1/400.0,1.7,0,,24.00,5528
676,2024-06-14 20:15:58.305,36.173719,-75.757546,4.000,21.757,100,1/400.0,1.7,0,,24.00,5528
677,2024-06-14 20:15:58.320,36.173719,-75.757546,4.000,21.757,100,1/400.0,1.7,0,,24.00,5528
678,2024-06-14 20:15:58.337,36.173721,-75.757549,3.900,21.657,100,1/400.0,1.7,0,,24.00,5528
679,2024-06-14 20:15:58.354,36.173721,-75.757549,3.900,21.657,100,1/400.0,1.7,0,,24.00,5528
680,2024-06-14 20:15:58.372,36.173721,-75.757549,3.900,21.657,100,1/400.0,1.7,0,,24.00,5528
681,2024-06-14 20:15:58.387,36.173721,-75.757549,3.900,21.657,100,1/400.0,1.7,0,,24.00,5528
682,2024-06-14 20:15:58.405,36.173721,-75.757549,3.900,21.657,100,1/400.0,1.7,0,,24.00,5528
683,2024-06-14 20:15:58.420,36.173721,-75.757549,3.900,21.657,100,1/400.0,1.7,0,,24.00,5528
684,2024-06-14 20:15:58.439,36.173722,-75.757551,3.800,21.557,100,1/400.0,1.7,0,,24.00,5528
685,2024-06-14 20:15:58.454,36.173722,-75.757551,3.800,21.557,100,1/400.0,1.7,0,,24.00,5528
686,2024-06-14 20:15:58.473,36.173722,-75.757551,3.800,21.557,100,1/400.0,1.7,0,,24.00,5528
687,2024-06-14 20:15:58.487,36.173722,-75.757551,3.800,21.557,100,1/400.0,1.7,0,,24.00,5527
688,2024-06-14 20:15:58.506,36.173722,-75.757551,3.800,21.557,100,1/400.0,1.7,0,,24.00,5527
689,2024-06-14 20:15:58.520,36.173722,-75.757551,3.800,21.557,100,1/400.0,1.7,0,,24.00,5527
690,2024-06-14 20:15:58.537,36.173724,-75.757553,3.700,21.457,100,1/400.0,1.7,0,,24.00,5527
691,2024-06-14 20:15:58.554,36.173724,-75.757553,3.700,21.457,100,1/400.0,1.7,0,,24.00,5527
692,2024-06-14 20:15:58.572,36.173724,-75.757553,3.700,21.457,100,1/400.0,1.7,0,,24.00,5527
693,2024-06-14 20:15:58.587,36.173724,-75.757553,3.700,21.457,100,1/400.0,1.7,0,,24.00,5527
694,2024-06-14 20:15:58.605,36.173724,-75.757553,3.700,21.457,100,1/400.0,1.7,0,,24.00,5527
695,2024-06-14 20:15:58.621,36.173724,-75.757553,3.700,21.457,100,1/400.0,1.7,0,,24.00,5527
696,2024-06-14 20:15:58.641,36.173724,-75.757556,3.600,21.357,100,1/400.0,1.7,0,,24.00,5527
697,2024-06-14 20:15:58.654,36.173724,-75.757556,3.600,21.357,100,1/400.0,1.7,0,,24.00,5527
698,2024-06-14 20:15:58.674,36.173724,-75.757556,3.600,21.357,100,1/400.0,1.7,0,,24.00,5527
699,2024-06-14 20:15:58.687,36.173724,-75.757556,3.600,21.357,100,1/400.0,1.7,0,,24.00,5527
700,2024-06-14 20:15:58.705,36.173724,-75.757556,3.600,21.357,100,1/400.0,1.7,0,,24.00,5527
701,2024-06-14 20:15:58.721,36.173724,-75.757556,3.600,21.357,100,1/400.0,1.7,0,,24.00,5527
702,2024-06-14 20:15:58.737,36.173725,-75.757559,3.500,21.257,100,1/400.0,1.7,0,,24.00,5527
703,2024-06-14 20:15:58.754,36.173725,-75.757559,3.500,21.257,100,1/400.0,1.7,0,,24.00,5527
704,2024-06-14 20:15:58.772,36.173725,-75.757559,3.500,21.257,100,1/400.0,1.7,0,,24.00,5527
705,2024-06-14 20:15:58.787,36.173725,-75.757559,3.500,21.257,100,1/400.0,1.7,0,,24.00,5527
706,2024-06-14 20:15:58.807,36.173725,-75.757559,3.500,21.257,100,1/400.0,1.7,0,,24.00,5527
707,2024-06-14 20:15:58.821,36.173725,-75.757559,3.500,21.257,100,1/400.0,1.7,0,,24.00,5527
708,2024-06-14 20:15:58.839,36.173727,-75.757561,3.500,21.257,100,1/400.0,1.7,0,,24.00,5527
709,2024-06-14 20:15:58.854,36.173727,-75.757561,3.500,21.257,100,1/400.0,1.7,0,,24.00,5527
710,2024-06-14 20:15:58.872,36.173727,-75.757561,3.500,21.257,100,1/400.0,1.7,0,,24.00,5527
711,2024-06-14 20:15:58.888,36.173727,-75.757561,3.500,21.257,100,1/400.0,1.7,0,,24.00,5527
712,2024-06-14 20:15:58.906,36.173727,-75.757561,3.500,21.257,100,1/400.0,1.7,0,,24.00,5527
713,2024-06-14 20:15:58.921,36.173727,-75.757561,3.500,21.257,100,1/400.0,1.7,0,,24.00,5527
714,2024-06-14 20:15:58.939,36.173729,-75.757564,3.400,21.157,100,1/400.0,1.7,0,,24.00,5527
715,2024-06-14 20:15:58.954,36.173729,-75.757564,3.400,21.157,100,1/400.0,1.7,0,,24.00,5527
716,2024-06-14 20:15:58.973,36.173729,-75.757564,3.400,21.157,100,1/400.0,1.7,0,,24.00,5527
717,2024-06-14 20:15:58.988,36.173729,-75.757564,3.400,21.157,100,1/400.0,1.7,0,,24.00,5527
718,2024-06-14 20:15:59.006,36.173729,-75.757564,3.400,21.157,100,1/400.0,1.7,0,,24.00,5527
719,2024-06-14 20:15:59.021,36.173729,-75.757564,3.400,21.157,100,1/400.0,1.7,0,,24.00,5527
720,2024-06-14 20:15:59.039,36.173730,-75.757567,3.300,21.057,100,1/400.0,1.7,0,,24.00,5527
721,2024-06-14 20:15:59.054,36.173730,-75.757567,3.300,21.057,100,1/400.0,1.7,0,,24.00,5527
722,2024-06-14 20:15:59.072,36.173730,-75.757567,3.300,21.057,100,1/400.0,1.7,0,,24.00,5527
723,2024-06-14 20:15:59.088,36.173730,-75.757567,3.300,21.057,100,1/400.0,1.7,0,,24.00,5527
724,2024-06-14 20:15:59.104,36.173730,-75.757567,3.300,21.057,100,1/400.0,1.7,0,,24.00,5527
725,2024-06-14 20:15:59.121,36.173730,-75.757567,3.300,21.057,100,1/400.0,1.7,0,,24.00,5527
726,2024-06-14 20:15:59.138,36.173731,-75.757569,3.200,20.957,100,1/400.0,1.7,0,,24.00,5527
727,2024-06-14 20:15:59.154,36.173731,-75.757569,3.200,20.957,100,1/400.0,1.7,0,,24.00,5527
728,2024-06-14 20:15:59.171,36.173731,-75.757569,3.200,20.957,100,1/400.0,1.7,0,,24.00,5527
729,2024-06-14 20:15:59.188,36.173731,-75.757569,3.200,20.957,100,1/400.0,1.7,0,,24.00,5527
730,2024-06-14 20:15:59.206,36.173731,-75.757569,3.200,20.957,100,1/400.0,1.7,0,,24.00,5527
731,2024-06-14 20:15:59.221,36.173731,-75.757569,3.200,20.957,100,1/400.0,1.7,0,,24.00,5527
732,2024-06-14 20:15:59.239,36.173732,-75.757572,3.100,20.857,100,1/400.0,1.7,0,,24.00,5527
733,2024-06-14 20:15:59.255,36.173732,-75.757572,3.100,20.857,100,1/400.0,1.7,0,,24.00,5527
734,2024-06-14 20:15:59.273,36.173732,-75.757572,3.100,20.857,100,1/400.0,1.7,0,,24.00,5527
735,2024-06-14 20:15:59.288,36.173732,-75.757572,3.100,20.857,100,1/400.0,1.7,0,,24.00,5527
736,2024-06-14 20:15:59.306,36.173732,-75.757572,3.100,20.857,100,1/400.0,1.7,0,,24.00,5527
737,2024-06-14 20:15:59.321,36.173732,-75.757572,3.100,20.857,100,1/400.0,1.7,0,,24.00,5527
738,2024-06-14 20:15:59.340,36.173732,-75.757575,3.000,20.757,100,1/400.0,1.7,0,,24.00,5527
739,2024-06-14 20:15:59.355,36.173732,-75.757575,3.000,20.757,100,1/400.0,1.7,0,,24.00,5527
740,2024-06-14 20:15:59.373,36.173732,-75.757575,3.000,20.757,100,1/400.0,1.7,0,,24.00,5527
741,2024-06-14 20:15:59.388,36.173732,-75.757575,3.000,20.757,100,1/400.0,1.7,0,,24.00,5527
742,2024-06-14 20:15:59.408,36.173732,-75.757575,3.000,20.757,100,1/400.0,1.7,0,,24.00,5527
743,2024-06-14 20:15:59.421,36.173732,-75.757575,3.000,20.757,100,1/400.0,1.7,0,,24.00,5527
744,2024-06-14 20:15:59.440,36.173734,-75.757577,2.900,20.657,100,1/400.0,1.7,0,,24.00,5527
745,2024-06-14 20:15:59.455,36.173734,-75.757577,2.900,20.657,100,1/400.0,1.7,0,,24.00,5527
746,2024-06-14 20:15:59.473,36.173734,-75.757577,2.900,20.657,100,1/400.0,1.7,0,,24.00,5527
747,2024-06-14 20:15:59.488,36.173734,-75.757577,2.900,20.657,100,1/400.0,1.7,0,,24.00,5527
748,2024-06-14 20:15:59.506,36.173734,-75.757577,2.900,20.657,100,1/400.0,1.7,0,,24.00,5527
749,2024-06-14 20:15:59.521,36.173734,-75.757577,2.900,20.657,100,1/400.0,1.7,0,,24.00,5527
750,2024-06-14 20:15:59.540,36.173735,-75.757580,2.900,20.657,100,1/400.0,1.7,0,,24.00,5527
751,2024-06-14 20:15:59.555,36.173735,-75.757580,2.900,20.657,100,1/400.0,1.7,0,,24.00,5527
752,2024-06-14 20:15:59.574,36.173735,-75.757580,2.900,20.657,100,1/400.0,1.7,0,,24.00,5527
753,2024-06-14 20:15:59.588,36.173735,-75.757580,2.900,20.657,100,1/400.0,1.7,0,,24.00,5527
754,2024-06-14 20:15:59.607,36.173735,-75.757580,2.900,20.657,100,1/400.0,1.7,0,,24.00,5527
755,2024-06-14 20:15:59.622,36.173735,-75.757580,2.900,20.657,100,1/400.0,1.7,0,,24.00,5527
756,2024-06-14 20:15:59.640,36.173737,-75.757582,2.800,20.557,100,1/400.0,1.7,0,,24.00,5527
757,2024-06-14 20:15:59.655,36.173737,-75.757582,2.800,20.557,100,1/400.0,1.7,0,,24.00,5527
758,2024-06-14 20:15:59.674,36.173737,-75.757582,2.800,20.557,100,1/400.0,1.7,0,,24.00,5527
759,2024-06-14 20:15:59.688,36.173737,-75.757582,2.800,20.557,100,1/400.0,1.7,0,,24.00,5527
760,2024-06-14 20:15:59.707,36.173737,-75.757582,2.800,20.557,100,1/400.0,1.7,0,,24.00,5527
761,2024-06-14 20:15:59.722,36.173737,-75.757582,2.800,20.557,100,1/400.0,1.7,0,,24.00,5527
762,2024-06-14 20:15:59.739,36.173738,-75.757584,2.700,20.457,100,1/400.0,1.7,0,,24.00,5527
763,2024-06-14 20:15:59.755,36.173738,-75.757584,2.700,20.457,100,1/400.0,1.7,0,,24.00,5527
764,2024-06-14 20:15:59.774,36.173738,-75.757584,2.700,20.457,100,1/400.0,1.7,0,,24.00,5527
765,2024-06-14 20:15:59.788,36.173738,-75.757584,2.700,20.457,100,1/400.0,1.7,0,,24.00,5527
766,2024-06-14 20:15:59.807,36.173738,-75.757584,2.700,20.457,100,1/400.0,1.7,0,,24.00,5527
767,2024-06-14 20:15:59.822,36.173738,-75.757584,2.700,20.457,100,1/400.0,1.7,0,,24.00,5527
768,2024-06-14 20:15:59.840,36.173739,-75.757586,2.600,20.357,100,1/400.0,1.7,0,,24.00,5527
769,2024-06-14 20:15:59.855,36.173739,-75.757586,2.600,20.357,100,1/400.0,1.7,0,,24.00,5527
770,2024-06-14 20:15:59.876,36.173739,-75.757586,2.600,20.357,100,1/400.0,1.7,0,,24.00,5527
771,2024-06-14 20:15:59.888,36.173739,-75.757586,2.600,20.357,100,1/400.0,1.7,0,,24.00,5527
772,2024-06-14 20:15:59.908,36.173739,-75.757586,2.600,20.357,100,1/400.0,1.7,0,,24.00,5527
773,2024-06-14 20:15:59.922,36.173739,-75.757586,2.600,20.357,100,1/400.0,1.7,0,,24.00,5527
774,2024-06-14 20:15:59.940,36.173740,-75.757588,2.600,20.357,100,1/400.0,1.7,0,,24.00,5527
775,2024-06-14 20:15:59.955,36.173740,-75.757588,2.600,20.357,100,1/400.0,1.7,0,,24.00,5527
776,2024-06-14 20:15:59.973,36.173740,-75.757588,2.600,20.357,100,1/400.0,1.7,0,,24.00,5527
777,2024-06-14 20:15:59.989,36.173740,-75.757588,2.600,20.357,100,1/400.0,1.7,0,,24.00,5527
778,2024-06-14 20:16:00.007,36.173740,-75.757588,2.600,20.357,100,1/400.0,1.7,0,,24.00,5527
779,2024-06-14 20:16:00.022,36.173740,-75.757588,2.600,20.357,100,1/400.0,1.7,0,,24.00,5527
780,2024-06-14 20:16:00.041,36.173740,-75.757590,2.500,20.257,100,1/400.0,1.7,0,,24.00,5527
781,2024-06-14 20:16:00.055,36.173740,-75.757590,2.500,20.257,100,1/400.0,1.7,0,,24.00,5527
782,2024-06-14 20:16:00.074,36.173740,-75.757590,2.500,20.257,100,1/400.0,1.7,0,,24.00,5527
783,2024-06-14 20:16:00.089,36.173740,-75.757590,2.500,20.257,100,1/400.0,1.7,0,,24.00,5527
784,2024-06-14 20:16:00.107,36.173740,-75.757590,2.500,20.257,100,1/400.0,1.7,0,,24.00,5527
785,2024-06-14 20:16:00.122,36.173740,-75.757590,2.500,20.257,100,1/400.0,1.7,0,,24.00,5527
786,2024-06-14 20:16:00.139,36.173741,-75.757592,2.400,20.157,100,1/400.0,1.7,0,,24.00,5527
787,2024-06-14 20:16:00.155,36.173741,-75.757592,2.400,20.157,100,1/400.0,1.7,0,,24.00,5527
788,2024-06-14 20:16:00.174,36.173741,-75.757592,2.400,20.157,100,1/400.0,1.7,0,,24.00,5527
789,2024-06-14 20:16:00.189,36.173741,-75.757592,2.400,20.157,100,1/400.0,1.7,0,,24.00,5527
790,2024-06-14 20:16:00.208,36.173741,-75.757592,2.400,20.157,100,1/400.0,1.7,0,,24.00,5527
791,2024-06-14 20:16:00.222,36.173741,-75.757592,2.400,20.157,100,1/400.0,1.7,0,,24.00,5527
792,2024-06-14 20:16:00.240,36.173741,-75.757594,2.400,20.157,100,1/400.0,1.7,0,,24.00,5527
793,2024-06-14 20:16:00.256,36.173741,-75.757594,2.400,20.157,100,1/400.0,1.7,0,,24.00,5527
794,2024-06-14 20:16:00.274,36.173741,-75.757594,2.400,20.157,100,1/400.0,1.7,0,,24.00,5527
795,2024-06-14 20:16:00.289,36.173741,-75.757594,2.400,20.157,100,1/400.0,1.7,0,,24.00,5527
796,2024-06-14 20:16:00.307,36.173741,-75.757594,2.400,20.157,100,1/400.0,1.7,0,,24.00,5527
797,2024-06-14 20:16:00.322,36.173741,-75.757594,2.400,20.157,100,1/400.0,1.7,0,,24.00,5527
798,2024-06-14 20:16:00.341,36.173742,-75.757596,2.300,20.057,100,1/400.0,1.7,0,,24.00,5527
799,2024-06-14 20:16:00.356,36.173742,-75.757596,2.300,20.057,100,1/400.0,1.7,0,,24.00,5527
800,2024-06-14 20:16:00.374,36.173742,-75.757596,2.300,20.057,100,1/400.0,1.7,0,,24.00,5527
801,2024-06-14 20:16:00.389,36.173742,-75.757596,2.300,20.057,100,1/400.0,1.7,0,,24.00,5527
802,2024-06-14 20:16:00.408,36.173742,-75.757596,2.300,20.057,100,1/400.0,1.7,0,,24.00,5527
803,2024-06-14 20:16:00.422,36.173742,-75.757596,2.300,20.057,100,1/400.0,1.7,0,,24.00,5527
804,2024-06-14 20:16:00.441,36.173743,-75.757597,2.200,19.957,100,1/400.0,1.7,0,,24.00,5527
805,2024-06-14 20:16:00.456,36.173743,-75.757597,2.200,19.957,100,1/400.0,1.7,0,,24.00,5527
806,2024-06-14 20:16:00.474,36.173743,-75.757597,2.200,19.957,100,1/400.0,1.7,0,,24.00,5527
807,2024-06-14 20:16:00.489,36.173743,-75.757597,2.200,19.957,100,1/400.0,1.7,0,,24.00,5527
808,2024-06-14 20:16:00.507,36.173743,-75.757597,2.200,19.957,100,1/400.0,1.7,0,,24.00,5527
809,2024-06-14 20:16:00.522,36.173743,-75.757597,2.200,19.957,100,1/400.0,1.7,0,,24.00,5527
810,2024-06-14 20:16:00.541,36.173743,-75.757599,2.200,19.957,100,1/400.0,1.7,0,,24.00,5527
811,2024-06-14 20:16:00.556,36.173743,-75.757599,2.200,19.957,100,1/400.0,1.7,0,,24.00,5527
812,2024-06-14 20:16:00.574,36.173743,-75.757599,2.200,19.957,100,1/400.0,1.7,0,,24.00,5527
813,2024-06-14 20:16:00.589,36.173743,-75.757599,2.200,19.957,100,1/400.0,1.7,0,,24.00,5527
814,2024-06-14 20:16:00.608,36.173743,-75.757599,2.200,19.957,100,1/400.0,1.7,0,,24.00,5527
815,2024-06-14 20:16:00.623,36.173743,-75.757599,2.200,19.957,100,1/400.0,1.7,0,,24.00,5527
816,2024-06-14 20:16:00.641,36.173744,-75.757601,2.100,19.857,100,1/400.0,1.7,0,,24.00,5527
817,2024-06-14 20:16:00.656,36.173744,-75.757601,2.100,19.857,100,1/400.0,1.7,0,,24.00,5527
818,2024-06-14 20:16:00.675,36.173744,-75.757601,2.100,19.857,100,1/400.0,1.7,0,,24.00,5527
819,2024-06-14 20:16:00.689,36.173744,-75.757601,2.100,19.857,100,1/400.0,1.7,0,,24.00,5527
820,2024-06-14 20:16:00.708,36.173744,-75.757601,2.100,19.857,100,1/400.0,1.7,0,,24.00,5527
821,2024-06-14 20:16:00.723,36.173744,-75.757601,2.100,19.857,100,1/400.0,1.7,0,,24.00,5527
822,2024-06-14 20:16:00.741,36.173744,-75.757602,2.000,19.757,100,1/400.0,1.7,0,,24.00,5527
823,2024-06-14 20:16:00.756,36.173744,-75.757602,2.000,19.757,100,1/400.0,1.7,0,,24.00,5527
824,2024-06-14 20:16:00.774,36.173744,-75.757602,2.000,19.757,100,1/400.0,1.7,0,,24.00,5527
825,2024-06-14 20:16:00.789,36.173744,-75.757602,2.000,19.757,100,1/400.0,1.7,0,,24.00,5527
826,2024-06-14 20:16:00.808,36.173744,-75.757602,2.000,19.757,100,1/400.0,1.7,0,,24.00,5527
827,2024-06-14 20:16:00.823,36.173744,-75.757602,2.000,19.757,100,1/400.0,1.7,0,,24.00,5527
828,2024-06-14 20:16:00.842,36.173746,-75.757604,2.000,19.757,100,1/400.0,1.7,0,,24.00,5527
829,2024-06-14 20:16:00.856,36.173746,-75.757604,2.000,19.757,100,1/400.0,1.7,0,,24.00,5527
830,2024-06-14 20:16:00.875,36.173746,-75.757604,2.000,19.757,100,1/400.0,1.7,0,,24.00,5527
831,2024-06-14 20:16:00.889,36.173746,-75.757604,2.000,19.757,100,1/400.0,1.7,0,,24.00,5527
832,2024-06-14 20:16:00.908,36.173746,-75.757604,2.000,19.757,100,1/400.0,1.7,0,,24.00,5527
833,2024-06-14 20:16:00.923,36.173746,-75.757604,2.000,19.757,100,1/400.0,1.7,0,,24.00,5527
834,2024-06-14 20:16:00.942,36.173747,-75.757605,1.900,19.657,100,1/400.0,1.7,0,,24.00,5527
835,2024-06-14 20:16:00.956,36.173747,-75.757605,1.900,19.657,100,1/400.0,1.7,0,,24.00,5527
836,2024-06-14 20:16:00.974,36.173747,-75.757605,1.900,19.657,100,1/400.0,1.7,0,,24.00,5527
837,2024-06-14 20:16:00.989,36.173747,-75.757605,1.900,19.657,100,1/400.0,1.7,0,,24.00,5527
838,2024-06-14 20:16:01.008,36.173747,-75.757605,1.900,19.657,100,1/400.0,1.7,0,,24.00,5527
839,2024-06-14 20:16:01.023,36.173747,-75.757605,1.900,19.657,100,1/400.0,1.7,0,,24.00,5527
840,2024-06-14 20:16:01.042,36.173748,-75.757607,1.900,19.657,100,1/400.0,1.7,0,,24.00,5527
841,2024-06-14 20:16:01.056,36.173748,-75.757607,1.900,19.657,100,1/400.0,1.7,0,,24.00,5527
842,2024-06-14 20:16:01.073,36.173748,-75.757607,1.900,19.657,100,1/400.0,1.7,0,,24.00,5527
843,2024-06-14 20:16:01.090,36.173748,-75.757607,1.900,19.657,100,1/400.0,1.7,0,,24.00,5527
844,2024-06-14 20:16:01.110,36.173748,-75.757607,1.900,19.657,100,1/400.0,1.7,0,,24.00,5527
845,2024-06-14 20:16:01.123,36.173748,-75.757607,1.900,19.657,100,1/400.0,1.7,0,,24.00,5527
846,2024-06-14 20:16:01.141,36.173749,-75.757609,1.800,19.557,100,1/400.0,1.7,0,,24.00,5527
847,2024-06-14 20:16:01.156,36.173749,-75.757609,1.800,19.557,100,1/400.0,1.7,0,,24.00,5527
848,2024-06-14 20:16:01.174,36.173749,-75.757609,1.800,19.557,100,1/400.0,1.7,0,,24.00,5527
849,2024-06-14 20:16:01.190,36.173749,-75.757609,1.800,19.557,100,1/400.0,1.7,0,,24.00,5527
850,2024-06-14 20:16:01.209,36.173749,-75.757609,1.800,19.557,100,1/400.0,1.7,0,,24.00,5527
851,2024-06-14 20:16:01.223,36.173749,-75.757609,1.800,19.557,100,1/400.0,1.7,0,,24.00,5527
852,2024-06-14 20:16:01.242,36.173750,-75.757610,1.800,19.557,100,1/400.0,1.7,0,,24.00,5527
853,2024-06-14 20:16:01.256,36.173750,-75.757610,1.800,19.557,100,1/400.0,1.7,0,,24.00,5527
854,2024-06-14 20:16:01.275,36.173750,-75.757610,1.800,19.557,100,1/400.0,1.7,0,,24.00,5527
855,2024-06-14 20:16:01.290,36.173750,-75.757610,1.800,19.557,100,1/400.0,1.7,0,,24.00,5527
856,2024-06-14 20:16:01.307,36.173750,-75.757610,1.800,19.557,100,1/400.0,1.7,0,,24.00,5527
857,2024-06-14 20:16:01.323,36.173750,-75.757610,1.800,19.557,100,1/400.0,1.7,0,,24.00,5527
858,2024-06-14 20:16:01.341,36.173751,-75.757612,1.800,19.557,100,1/400.0,1.7,0,,24.00,5527
859,2024-06-14 20:16:01.357,36.173751,-75.757612,1.800,19.557,100,1/400.0,1.7,0,,24.00,5527
860,2024-06-14 20:16:01.375,36.173751,-75.757612,1.800,19.557,100,1/400.0,1.7,0,,24.00,5527
861,2024-06-14 20:16:01.390,36.173751,-75.757612,1.800,19.557,100,1/400.0,1.7,0,,24.00,5527
862,2024-06-14 20:16:01.408,36.173751,-75.757612,1.800,19.557,100,1/400.0,1.7,0,,24.00,5527
863,2024-06-14 20:16:01.424,36.173751,-75.757612,1.800,19.557,100,1/400.0,1.7,0,,24.00,5527
864,2024-06-14 20:16:01.442,36.173752,-75.757614,1.800,19.557,100,1/400.0,1.7,0,,24.00,5527
865,2024-06-14 20:16:01.457,36.173752,-75.757614,1.800,19.557,100,1/400.0,1.7,0,,24.00,5527
866,2024-06-14 20:16:01.475,36.173752,-75.757614,1.800,19.557,100,1/400.0,1.7,0,,24.00,5527
867,2024-06-14 20:16:01.490,36.173752,-75.757614,1.800,19.557,100,1/400.0,1.7,0,,24.00,5527
868,2024-06-14 20:16:01.510,36.173752,-75.757614,1.800,19.557,100,1/400.0,1.7,0,,24.00,5527
869,2024-06-14 20:16:01.524,36.173752,-75.757614,1.800,19.557,100,1/400.0,1.7,0,,24.00,5527
870,2024-06-14 20:16:01.542,36.173752,-75.757615,1.800,19.557,100,1/400.0,1.7,0,,24.00,5527
871,2024-06-14 20:16:01.557,36.173752,-75.757615,1.800,19.557,100,1/400.0,1.7,0,,24.00,5527
872,2024-06-14 20:16:01.575,36.173752,-75.757615,1.800,19.557,100,1/400.0,1.7,0,,24.00,5527
873,2024-06-14 20:16:01.590,36.173752,-75.757615,1.800,19.557,100,1/400.0,1.7,0,,24.00,5527
874,2024-06-14 20:16:01.608,36.173752,-75.757615,1.800,19.557,100,1/400.0,1.7,0,,24.00,5527
875,2024-06-14 20:16:01.623,36.173752,-75.757615,1.800,19.557,100,1/400.0,1.7,0,,24.00,5527
876,2024-06-14 20:16:01.643,36.173753,-75.757617,1.800,19.557,100,1/400.0,1.7,0,,24.00,5527
877,2024-06-14 20:16:01.657,36.173753,-75.757617,1.800,19.557,100,1/400.0,1.7,0,,24.00,5527
878,2024-06-14 20:16:01.676,36.173753,-75.757617,1.800,19.557,100,1/400.0,1.7,0,,24.00,5527
879,2024-06-14 20:16:01.690,36.173753,-75.757617,1.800,19.557,100,1/400.0,1.7,0,,24.00,5527
880,2024-06-14 20:16:01.709,36.173753,-75.757617,1.800,19.557,100,1/400.0,1.7,0,,24.00,5527
881,2024-06-14 20:16:01.724,36.173753,-75.757617,1.800,19.557,100,1/400.0,1.7,0,,24.00,5527
882,2024-06-14 20:16:01.742,36.173754,-75.757618,1.800,19.557,100,1/400.0,1.7,0,,24.00,5527
883,2024-06-14 20:16:01.757,36.173754,-75.757618,1.800,19.557,100,1/400.0,1.7,0,,24.00,5527
884,2024-06-14 20:16:01.776,36.173754,-75.757618,1.800,19.557,100,1/400.0,1.7,0,,24.00,5527
885,2024-06-14 20:16:01.790,36.173754,-75.757618,1.800,19.557,100,1/400.0,1.7,0,,24.00,5527
886,2024-06-14 20:16:01.809,36.173754,-75.757618,1.800,19.557,100,1/400.0,1.7,0,,24.00,5527
887,2024-06-14 20:16:01.824,36.173754,-75.757618,1.800,19.557,100,1/400.0,1.7,0,,24.00,5527
888,2024-06-14 20:16:01.842,36.173754,-75.757620,1.800,19.557,100,1/400.0,1.7,0,,24.00,5527
889,2024-06-14 20:16:01.857,36.173754,-75.757620,1.800,19.557,100,1/400.0,1.7,0,,24.00,5527
890,2024-06-14 20:16:01.874,36.173754,-75.757620,1.800,19.557,100,1/400.0,1.7,0,,24.00,5527
891,2024-06-14 20:16:01.890,36.173754,-75.757620,1.800,19.557,100,1/400.0,1.7,0,,24.00,5527
892,2024-06-14 20:16:01.910,36.173754,-75.757620,1.800,19.557,100,1/400.0,1.7,0,,24.00,5527
893,2024-06-14 20:16:01.924,36.173754,-75.757620,1.800,19.557,100,1/400.0,1.7,0,,24.00,5527
894,2024-06-14 20:16:01.942,36.173755,-75.757622,1.800,19.557,100,1/400.0,1.7,0,,24.00,5527
895,2024-06-14 20:16:01.957,36.173755,-75.757622,1.800,19.557,100,1/400.0,1.7,0,,24.00,5527
